Nombre del archivo del modelo,Fecha y hora,Accuracy,Precision,Recall,F1-Score,Cross-Validation
Random Forest_0.91_0.88_20241220_085951.pkl,20241220_085951,0.9146110056925996,0.8842105263157894,0.8795811518324608,0.8818897637795275,0.8999097269239449
Random Forest_0.91_0.85_20241220_091641.pkl,20241220_091641,0.9127134724857684,0.9005524861878453,0.8534031413612565,0.8763440860215054,0.9174542992552472
Random Forest_0.91_0.85_20241220_110237.pkl,20241220_110237,0.9127134724857684,0.9005524861878453,0.8534031413612565,0.8763440860215054,0.9174542992552472
Random Forest_0.91_0.85_20241220_112252.pkl,20241220_112252,0.9127134724857684,0.9005524861878453,0.8534031413612565,0.8763440860215054,0.9174542992552472
Random Forest_0.91_0.85_20241220_130728.pkl,20241220_130728,0.9127134724857684,0.9005524861878453,0.8534031413612565,0.8763440860215054,0.9174542992552472
Random Forest_0.91_0.85_20241220_182735.pkl,20241220_182735,0.9127134724857685,0.9005524861878453,0.8534031413612565,0.8763440860215054,0.9174542992552471
